partner_id,prob_default,nova_score,decision
21282,0.04527372965115833,825.0994486918629,1
12409,0.07584878096791682,808.2831704676457,1
31835,0.06779163131549673,812.7146027764768,1
8538,0.030827455156898484,833.0448996637059,1
47853,0.02863218050683312,834.2523007212418,1
40889,0.04036807101244216,827.7975609431569,1
46099,0.1420579507110147,771.868127108942,0
10823,0.09008787080641045,800.4516710564742,1
11333,0.07678304997004388,807.7693225164758,1
17862,0.03322386597582865,831.7268737132943,1
48468,0.036781931325809446,829.7699377708049,1
28202,0.06138746220199403,816.2368957889033,1
36841,0.10515824316063234,792.1629662616522,0
3166,0.05605963234167005,819.1672022120815,1
46050,0.06621135099153395,813.5837569546563,1
44983,0.04531945816485772,825.0742980093282,1
13623,0.08520893222974087,803.1350872736425,1
28356,0.07348258965443097,809.5845756900629,1
11103,0.07814570657386577,807.0198613843738,1
8290,0.036781931325809446,829.7699377708049,1
44151,0.02963442876474445,833.7010641793905,1
48896,0.12098638334666174,783.4574891593361,0
21275,0.11274401037698596,787.9907942926577,0
626,0.045273741765807646,825.0994420288058,1
6337,0.10721786563123055,791.0301739028232,0
38539,0.0641307334940049,814.7280965782974,1
11497,0.028520071529290137,834.3139606588904,1
13586,0.11083911167967568,789.0384885761785,0
34590,0.06681886349741133,813.2496250764237,1
42835,0.026778488408804094,835.2718313751577,1
16628,0.08818243468288305,801.4996609244143,1
32238,0.04256268835168769,826.5905214065718,1
12815,0.11160043478351848,788.6197608690649,0
7258,0.050781082667442835,822.0704045329064,1
19030,0.09076108909412663,800.0814009982304,1
27107,0.07050465807931126,811.2224380563788,1
22547,0.04497245075228393,825.2651520862438,1
25373,0.04433698375586095,825.6146589342765,1
24339,0.03602282261432017,830.1874475621239,1
22482,0.008269954424967318,845.451525066268,1
7355,0.030827455156898484,833.0448996637059,1
19700,0.09851375306610745,795.8174358136409,1
5579,0.11187850080046013,788.466824559747,0
30162,0.05714897138813022,818.5680657365284,1
20485,0.03776440573480622,829.2295768458566,1
9171,0.0631579656759195,815.2631188782443,1
1314,0.04531945816485772,825.0742980093282,1
29685,0.048698501756666006,823.2158240338337,1
6070,0.08027096192574175,805.850970940842,1
22804,0.14912627251594582,767.9805501162298,0
46282,0.08552038424594273,802.9637886647315,1
1273,0.036414111040976714,829.9722389274629,1
11915,0.02435340486262347,836.6056273255571,1
43892,0.057123960521737877,818.5818217130442,1
3129,0.036781931325809446,829.7699377708049,1
9980,0.09084919391025326,800.0329433493607,1
39,0.06080986920962204,816.5545719347078,1
35881,0.12526881419077351,781.1021521950745,0
42991,0.2935414826212139,688.5521845583323,0
30166,0.03776440573480622,829.2295768458566,1
49074,0.06718411880961936,813.0487346547094,1
8519,0.031376011885230495,832.7431934631232,1
12599,0.06681886349741133,813.2496250764237,1
2370,0.031376011885230495,832.7431934631232,1
5820,0.24799304515557108,713.6038251644359,0
7369,0.022367403674505914,837.6979279790218,1
24381,0.08857584529645339,801.2832850869506,1
19639,0.12327501385121269,782.198742381833,0
41757,0.07302881330452776,809.8341526825097,1
17436,0.015644537351332925,841.3955044567668,1
42017,0.018128686306216835,840.0292225315807,1
25634,0.0497542718843569,822.6351504636037,1
36254,0.055378467914204754,819.5418426471874,1
31239,0.13962536150427685,773.2060511726477,0
41659,0.16096873798539021,761.4671941080353,0
715,0.03322386597582865,831.7268737132943,1
25642,0.07815088941734097,807.0170108204625,1
27804,0.35972850678733037,652.1493212669683,0
44144,0.24458137471549427,715.4802439064781,0
522,0.07569086374146806,808.3700249421926,1
20615,0.0868540317934966,802.2302825135769,1
3814,0.04953135825700205,822.7577529586489,1
8199,0.1418387161349951,771.9887061257527,0
1666,0.08818243468288305,801.4996609244143,1
35942,0.05454530611049429,820.0000816392281,1
49574,0.05781102910627268,818.20393399155,1
9167,0.037215849006474205,829.5312830464392,1
24021,0.05782546426583567,818.1959946537904,1
34944,0.04256268835168769,826.5905214065718,1
29874,0.09145571025370754,799.6993593604609,1
17879,0.05081956040948663,822.0492417747823,1
11524,0.03580624168859463,830.306567071273,1
12353,0.09386218384795768,798.3757988836232,1
17683,0.04954259187339743,822.7515744696315,1
11676,0.1252811515471258,781.0953666490808,0
3643,0.04221592510304031,826.7812411933278,1
47600,0.04256268835168769,826.5905214065718,1
48423,0.05067964909173727,822.1261929995445,1
44105,0.07678304997004388,807.7693225164758,1
3806,0.04794719444550297,823.6290430549734,1
22813,0.1330336759432883,776.8314782311915,0
31409,0.06779163131549673,812.7146027764768,1
13791,0.036781931325809446,829.7699377708049,1
46732,0.036781931325809446,829.7699377708049,1
29352,0.059954883410160476,817.0248141244118,1
689,0.0678844740151827,812.6635392916495,1
26946,0.03862648789195611,828.7554316594242,1
42662,0.05530006037408176,819.584966794255,1
20112,0.0820335290773444,804.8815590074605,1
48527,0.03530891482051058,830.5800968487192,1
39563,0.0480627294568686,823.5654987987223,1
32026,0.05263140469194608,821.0527274194296,1
17822,0.04523240095727366,825.1221794734995,1
36290,0.1292642524473361,778.9046611539652,0
42828,0.11187850080046013,788.466824559747,0
13883,0.2667231346169831,703.3022759606592,0
9298,0.03412397119215866,831.2318158443127,1
6946,0.01802956262159298,840.0837405581238,1
37622,0.032923889550250524,831.8918607473622,1
20838,0.10590947644458422,791.7497879554787,0
14236,0.049875773187762255,822.5683247467308,1
14915,0.2413748988378335,717.2438056391916,0
6302,0.031376011885230495,832.7431934631232,1
8539,0.0591872159248179,817.4470312413501,1
3512,0.09281621079452003,798.9510840630139,1
29645,0.049648339852523704,822.693413081112,1
35255,0.09846370887183474,795.8449601204909,1
41986,0.07429554379130215,809.1374509147838,1
24268,0.053604172510031495,820.5177051194827,1
17279,0.06642454684203106,813.4664992368829,1
29260,0.0386297854164076,828.7536180209759,1
16326,0.2566988758668231,708.8156182732473,0
35617,0.04248912966526278,826.6309786841055,1
45699,0.07585707606931481,808.2786081618768,1
4706,0.04354516276068446,826.0501604816236,1
12105,0.08782679961158202,801.6952602136298,1
14937,0.12526881419077351,781.1021521950745,0
16041,0.05972762579937382,817.1498058103443,1
44903,0.036781931325809446,829.7699377708049,1
7424,0.09693546629353576,796.6854935385553,1
39758,0.031376011885230495,832.7431934631232,1
29600,0.15725251990714792,763.5111140510686,0
6904,0.05440570009611934,820.0768649471344,1
46613,0.10527748652508634,792.0973824112025,0
2352,0.28118739509448265,695.3469326980346,0
359,0.06573662008716309,813.8448589520603,1
48868,0.05505425929310265,819.7201573887935,1
48647,0.05074115286936364,822.09236592185,1
14002,0.04523240095727366,825.1221794734995,1
8066,0.05440539479274492,820.0770328639902,1
12700,0.047121595856405796,824.0831222789768,1
46485,0.036781931325809446,829.7699377708049,1
27284,0.05002773941431015,822.4847433221294,1
29975,0.030827455156898484,833.0448996637059,1
9382,0.07951797389080664,806.2651143600564,1
23704,0.05530006037408176,819.584966794255,1
35168,0.04347160407425956,826.0906177591572,1
39742,0.09927507616995024,795.3987081065274,1
28745,0.1142081508565751,787.1855170288836,0
45865,0.028520071529290137,834.3139606588904,1
41990,0.013646298510988822,842.4945358189561,1
2207,0.06276364902053924,815.4799930387035,1
17322,0.0386297854164076,828.7536180209759,1
20953,0.027109176239491925,835.0899530682794,1
25297,0.09121134258487697,799.8337615783176,1
12176,0.03715676891110873,829.5637770988902,1
47557,0.028520071529290137,834.3139606588904,1
37328,0.048525478493932746,823.310986828337,1
38852,0.05714897138813022,818.5680657365284,1
16544,0.0386297854164076,828.7536180209759,1
41941,0.04306001521977173,826.3169916291255,1
40758,0.1488895300917034,768.1107584495631,0
36584,0.07424216162201926,809.1668111078894,1
1755,0.039612259825404374,828.2132570960276,1
23703,0.08678741049079754,802.2669242300614,1
45536,0.047976921765600734,823.6126930289196,1
33857,0.047080255047871826,824.1058597236705,1
8601,0.08782679961158202,801.6952602136298,1
36936,0.04347160407425956,826.0906177591572,1
41840,0.047080255047871826,824.1058597236705,1
28890,0.0707740556822546,811.07426937476,1
34309,0.043188692921125725,826.2462188933808,1
32721,0.05396158806036618,820.3211265667986,1
4012,0.09121134258487697,799.8337615783176,1
45980,0.04347160407425956,826.0906177591572,1
19921,0.07250982183634556,810.1195979900099,1
17675,0.04194057293693077,826.9326848846881,1
